i,n,1,Animal,"https://www.sas.com/en_us/explore/analytics-in-action/impact/wildtrack.html"
i,n,2,CallCentre,"https://blogs.sas.com/content/customeranalytics/2015/07/06/voice-of-the-customer-with-analytics-in-the-cloud/""
i,n,3,Forms,"https://www.sas.com/en_us/customers/landsbankinn.html"
i,n,4,Manufacturing,"https://www.sas.com/en_us/customers/murata-manufacturing.html"
i,n,5,Muse,"https://www.sas.com/en_au/customers/black-dog-institute.html"
i,n,6,Scisports,"https://www.sas.com/en_us/customers/scisports.html"
